order_id,product_id,product_name,category,quantity,unit_price,unit_cost
ORD100109,PRD1019,Rose Gold Slim,Watches,1,394.01,140.45
ORD100109,PRD1031,Leather Classic Brown,Belts,1,24.77,8.25
ORD100110,PRD1021,Minimalist White,Watches,1,210.92,79.51
ORD100111,PRD1020,Chronograph Pro,Watches,1,412.66,157.49
ORD100111,PRD1024,Cat Eye Tort,Sunglasses,1,76.03,24.92
ORD100111,PRD1002,Crossbody Mini,Bags,1,259.42,98.96
ORD100112,PRD1012,Diamond Stud,Jewellery,1,157.31,62.24
ORD100112,PRD1004,Clutch Evening,Bags,1,136.77,41.62
ORD100112,PRD1010,Silver Chain Necklace,Jewellery,1,91.88,37.99
ORD100113,PRD1016,Cuff Bangle,Jewellery,1,23.57,10.24
ORD100113,PRD1032,Snake Print,Belts,1,69.94,26.61
ORD100113,PRD1002,Crossbody Mini,Bags,1,259.42,98.96
ORD100113,PRD1014,Tennis Bracelet,Jewellery,1,109.25,37.75
ORD100114,PRD1031,Leather Classic Brown,Belts,1,24.77,8.25
ORD100115,PRD1019,Rose Gold Slim,Watches,1,394.01,140.45
ORD100116,PRD1027,Wayfarer Black,Sunglasses,1,35.64,14.92
ORD100117,PRD1010,Silver Chain Necklace,Jewellery,1,91.88,37.99
ORD100118,PRD1030,Cotton Stripe,Scarves,1,106.99,41.29
ORD100118,PRD1025,Round Retro,Sunglasses,1,69.07,21.28
ORD100119,PRD1022,Vintage Bronze,Watches,1,111.06,37.24
ORD100120,PRD1028,Silk Floral Print,Scarves,1,92.58,38.36
ORD100121,PRD1012,Diamond Stud,Jewellery,1,157.31,62.24
ORD100122,PRD1010,Silver Chain Necklace,Jewellery,1,91.88,37.99
ORD100123,PRD1028,Silk Floral Print,Scarves,1,92.58,38.36
ORD100124,PRD1006,Hobo Soft,Bags,1,45.21,20.28
ORD100124,PRD1018,Sport Mesh,Watches,1,289.08,90.03
ORD100124,PRD1025,Round Retro,Sunglasses,1,69.07,21.28
ORD100124,PRD1033,Woven Natural,Belts,1,86.54,31.18
ORD100125,PRD1001,Tote Classic,Bags,1,148.0,65.36
ORD100126,PRD1008,Bucket Boho,Bags,1,51.34,18.96
ORD100126,PRD1023,Aviator Gold,Sunglasses,1,120.94,44.96
ORD100127,PRD1014,Tennis Bracelet,Jewellery,1,109.25,37.75
ORD100127,PRD1021,Minimalist White,Watches,1,210.92,79.51
ORD100128,PRD1012,Diamond Stud,Jewellery,1,157.31,62.24
ORD100128,PRD1020,Chronograph Pro,Watches,1,412.66,157.49
ORD100129,PRD1013,Layered Ring Set,Jewellery,1,28.54,12.6
ORD100129,PRD1001,Tote Classic,Bags,1,148.0,65.36
ORD100130,PRD1018,Sport Mesh,Watches,1,289.08,90.03
ORD100131,PRD1017,Classic Leather,Watches,1,330.2,109.95
ORD100132,PRD1021,Minimalist White,Watches,1,210.92,79.51
ORD100132,PRD1032,Snake Print,Belts,1,69.94,26.61
ORD100132,PRD1002,Crossbody Mini,Bags,1,259.42,98.96
ORD100133,PRD1023,Aviator Gold,Sunglasses,1,120.94,44.96
ORD100134,PRD1004,Clutch Evening,Bags,1,136.77,41.62
ORD100134,PRD1018,Sport Mesh,Watches,1,289.08,90.03
ORD100135,PRD1022,Vintage Bronze,Watches,1,111.06,37.24
ORD100135,PRD1006,Hobo Soft,Bags,1,45.21,20.28
ORD100136,PRD1031,Leather Classic Brown,Belts,1,24.77,8.25
ORD100137,PRD1011,Pearl Bracelet,Jewellery,1,79.96,35.75
ORD100138,PRD1033,Woven Natural,Belts,1,86.54,31.18
ORD100139,PRD1019,Rose Gold Slim,Watches,1,394.01,140.45
ORD100139,PRD1015,Pendant Drop,Jewellery,1,33.82,13.4
ORD100140,PRD1016,Cuff Bangle,Jewellery,1,23.57,10.24
ORD100140,PRD1007,Satchel Premium,Bags,1,128.67,47.51
ORD100140,PRD1003,Shoulder Luxe,Bags,1,87.9,25.48
ORD100141,PRD1033,Woven Natural,Belts,1,86.54,31.18
ORD100142,PRD1019,Rose Gold Slim,Watches,1,394.01,140.45
ORD100142,PRD1016,Cuff Bangle,Jewellery,1,23.57,10.24
ORD100143,PRD1033,Woven Natural,Belts,1,86.54,31.18
ORD100144,PRD1021,Minimalist White,Watches,1,210.92,79.51
ORD100145,PRD1016,Cuff Bangle,Jewellery,1,23.57,10.24
ORD100146,PRD1002,Crossbody Mini,Bags,1,259.42,98.96
ORD100146,PRD1011,Pearl Bracelet,Jewellery,1,79.96,35.75
ORD100147,PRD1022,Vintage Bronze,Watches,1,111.06,37.24
ORD100147,PRD1010,Silver Chain Necklace,Jewellery,1,91.88,37.99
ORD100148,PRD1028,Silk Floral Print,Scarves,1,92.58,38.36
ORD100148,PRD1029,Cashmere Plaid,Scarves,1,113.0,44.15
ORD100149,PRD1013,Layered Ring Set,Jewellery,1,28.54,12.6
ORD100149,PRD1015,Pendant Drop,Jewellery,1,33.82,13.4
ORD100149,PRD1016,Cuff Bangle,Jewellery,1,23.57,10.24
ORD100150,PRD1032,Snake Print,Belts,1,69.94,26.61
ORD100151,PRD1014,Tennis Bracelet,Jewellery,1,109.25,37.75
ORD100152,PRD1032,Snake Print,Belts,1,69.94,26.61
ORD100153,PRD1012,Diamond Stud,Jewellery,1,157.31,62.24
ORD100153,PRD1007,Satchel Premium,Bags,1,128.67,47.51
ORD100154,PRD1010,Silver Chain Necklace,Jewellery,1,91.88,37.99
ORD100155,PRD1002,Crossbody Mini,Bags,1,259.42,98.96
ORD100155,PRD1015,Pendant Drop,Jewellery,1,33.82,13.4
ORD100156,PRD1010,Silver Chain Necklace,Jewellery,1,91.88,37.99
ORD100157,PRD1025,Round Retro,Sunglasses,1,69.07,21.28
ORD100157,PRD1016,Cuff Bangle,Jewellery,1,23.57,10.24
ORD100157,PRD1002,Crossbody Mini,Bags,1,259.42,98.96
ORD100158,PRD1018,Sport Mesh,Watches,1,289.08,90.03
ORD100159,PRD1015,Pendant Drop,Jewellery,1,33.82,13.4
ORD100160,PRD1004,Clutch Evening,Bags,1,136.77,41.62
ORD100160,PRD1020,Chronograph Pro,Watches,1,412.66,157.49
ORD100161,PRD1019,Rose Gold Slim,Watches,1,394.01,140.45
ORD100162,PRD1025,Round Retro,Sunglasses,1,69.07,21.28
ORD100163,PRD1013,Layered Ring Set,Jewellery,1,28.54,12.6
ORD100164,PRD1017,Classic Leather,Watches,1,330.2,109.95
ORD100165,PRD1020,Chronograph Pro,Watches,1,412.66,157.49
ORD100165,PRD1001,Tote Classic,Bags,1,148.0,65.36
ORD100166,PRD1030,Cotton Stripe,Scarves,1,106.99,41.29
ORD100166,PRD1024,Cat Eye Tort,Sunglasses,1,76.03,24.92
ORD100167,PRD1004,Clutch Evening,Bags,1,136.77,41.62
ORD100167,PRD1021,Minimalist White,Watches,1,210.92,79.51
ORD100168,PRD1015,Pendant Drop,Jewellery,1,33.82,13.4
ORD100169,PRD1021,Minimalist White,Watches,1,210.92,79.51
ORD100170,PRD1013,Layered Ring Set,Jewellery,1,28.54,12.6
ORD100171,PRD1004,Clutch Evening,Bags,1,136.77,41.62
ORD100172,PRD1007,Satchel Premium,Bags,1,128.67,47.51
ORD100172,PRD1009,Gold Hoop Earrings,Jewellery,1,25.56,11.39
ORD100172,PRD1028,Silk Floral Print,Scarves,1,92.58,38.36
ORD100172,PRD1004,Clutch Evening,Bags,1,136.77,41.62
ORD100173,PRD1024,Cat Eye Tort,Sunglasses,1,76.03,24.92
ORD100173,PRD1033,Woven Natural,Belts,1,86.54,31.18
ORD100174,PRD1011,Pearl Bracelet,Jewellery,1,79.96,35.75
ORD100174,PRD1020,Chronograph Pro,Watches,1,412.66,157.49
ORD100175,PRD1001,Tote Classic,Bags,1,148.0,65.36
ORD100176,PRD1017,Classic Leather,Watches,1,330.2,109.95
ORD100176,PRD1030,Cotton Stripe,Scarves,1,106.99,41.29
ORD100177,PRD1011,Pearl Bracelet,Jewellery,1,79.96,35.75
ORD100178,PRD1022,Vintage Bronze,Watches,1,111.06,37.24
ORD100178,PRD1004,Clutch Evening,Bags,1,136.77,41.62
ORD100179,PRD1025,Round Retro,Sunglasses,1,69.07,21.28
ORD100179,PRD1010,Silver Chain Necklace,Jewellery,1,91.88,37.99
ORD100180,PRD1031,Leather Classic Brown,Belts,1,24.77,8.25
ORD100181,PRD1033,Woven Natural,Belts,1,86.54,31.18
ORD100182,PRD1024,Cat Eye Tort,Sunglasses,1,76.03,24.92
ORD100183,PRD1004,Clutch Evening,Bags,1,136.77,41.62
ORD100184,PRD1010,Silver Chain Necklace,Jewellery,1,91.88,37.99
ORD100185,PRD1030,Cotton Stripe,Scarves,1,106.99,41.29
ORD100186,PRD1032,Snake Print,Belts,1,69.94,26.61
ORD100186,PRD1017,Classic Leather,Watches,1,330.2,109.95
ORD100186,PRD1024,Cat Eye Tort,Sunglasses,1,76.03,24.92
ORD100187,PRD1010,Silver Chain Necklace,Jewellery,1,91.88,37.99
ORD100188,PRD1024,Cat Eye Tort,Sunglasses,1,76.03,24.92
ORD100189,PRD1018,Sport Mesh,Watches,1,289.08,90.03
ORD100189,PRD1011,Pearl Bracelet,Jewellery,1,79.96,35.75
ORD100190,PRD1015,Pendant Drop,Jewellery,1,33.82,13.4
ORD100191,PRD1020,Chronograph Pro,Watches,1,412.66,157.49
ORD100192,PRD1004,Clutch Evening,Bags,1,136.77,41.62
ORD100193,PRD1031,Leather Classic Brown,Belts,1,24.77,8.25
ORD100193,PRD1005,Backpack Urban,Bags,1,50.66,22.54
ORD100194,PRD1005,Backpack Urban,Bags,1,50.66,22.54
ORD100194,PRD1002,Crossbody Mini,Bags,1,259.42,98.96
ORD100195,PRD1002,Crossbody Mini,Bags,1,259.42,98.96
ORD100195,PRD1017,Classic Leather,Watches,1,330.2,109.95
ORD100196,PRD1008,Bucket Boho,Bags,1,51.34,18.96
ORD100196,PRD1010,Silver Chain Necklace,Jewellery,1,91.88,37.99
ORD100196,PRD1021,Minimalist White,Watches,1,210.92,79.51
ORD100197,PRD1001,Tote Classic,Bags,1,148.0,65.36
ORD100197,PRD1008,Bucket Boho,Bags,1,51.34,18.96
ORD100198,PRD1001,Tote Classic,Bags,1,148.0,65.36
ORD100199,PRD1027,Wayfarer Black,Sunglasses,1,35.64,14.92
ORD100199,PRD1010,Silver Chain Necklace,Jewellery,1,91.88,37.99
ORD100199,PRD1023,Aviator Gold,Sunglasses,1,120.94,44.96
ORD100199,PRD1004,Clutch Evening,Bags,1,136.77,41.62
ORD100200,PRD1022,Vintage Bronze,Watches,1,111.06,37.24
ORD100200,PRD1027,Wayfarer Black,Sunglasses,1,35.64,14.92
ORD100201,PRD1025,Round Retro,Sunglasses,1,69.07,21.28
ORD100202,PRD1031,Leather Classic Brown,Belts,1,24.77,8.25
ORD100202,PRD1017,Classic Leather,Watches,1,330.2,109.95
ORD100202,PRD1024,Cat Eye Tort,Sunglasses,1,76.03,24.92
ORD100202,PRD1019,Rose Gold Slim,Watches,1,394.01,140.45
ORD100203,PRD1024,Cat Eye Tort,Sunglasses,1,76.03,24.92
ORD100203,PRD1008,Bucket Boho,Bags,1,51.34,18.96
ORD100203,PRD1022,Vintage Bronze,Watches,1,111.06,37.24
ORD100203,PRD1027,Wayfarer Black,Sunglasses,1,35.64,14.92
ORD100204,PRD1010,Silver Chain Necklace,Jewellery,1,91.88,37.99
ORD100205,PRD1024,Cat Eye Tort,Sunglasses,1,76.03,24.92
ORD100206,PRD1007,Satchel Premium,Bags,1,128.67,47.51
ORD100206,PRD1029,Cashmere Plaid,Scarves,1,113.0,44.15
ORD100206,PRD1005,Backpack Urban,Bags,1,50.66,22.54
ORD100206,PRD1018,Sport Mesh,Watches,1,289.08,90.03
ORD100207,PRD1010,Silver Chain Necklace,Jewellery,1,91.88,37.99
ORD100208,PRD1026,Oversized Shield,Sunglasses,1,148.49,61.07
ORD100208,PRD1020,Chronograph Pro,Watches,1,412.66,157.49
ORD100209,PRD1031,Leather Classic Brown,Belts,1,24.77,8.25
ORD100209,PRD1008,Bucket Boho,Bags,1,51.34,18.96
ORD100210,PRD1026,Oversized Shield,Sunglasses,1,148.49,61.07
ORD100211,PRD1017,Classic Leather,Watches,1,330.2,109.95
ORD100211,PRD1018,Sport Mesh,Watches,1,289.08,90.03
ORD100212,PRD1023,Aviator Gold,Sunglasses,1,120.94,44.96
ORD100212,PRD1032,Snake Print,Belts,1,69.94,26.61
ORD100213,PRD1004,Clutch Evening,Bags,1,136.77,41.62
ORD100214,PRD1017,Classic Leather,Watches,1,330.2,109.95
ORD100215,PRD1003,Shoulder Luxe,Bags,1,87.9,25.48
ORD100215,PRD1006,Hobo Soft,Bags,1,45.21,20.28
ORD100216,PRD1003,Shoulder Luxe,Bags,1,87.9,25.48
ORD100216,PRD1022,Vintage Bronze,Watches,1,111.06,37.24
ORD100217,PRD1018,Sport Mesh,Watches,1,289.08,90.03
ORD100217,PRD1021,Minimalist White,Watches,1,210.92,79.51
ORD100217,PRD1028,Silk Floral Print,Scarves,1,92.58,38.36
ORD100217,PRD1006,Hobo Soft,Bags,1,45.21,20.28
ORD100218,PRD1017,Classic Leather,Watches,1,330.2,109.95
ORD100218,PRD1011,Pearl Bracelet,Jewellery,1,79.96,35.75
ORD100218,PRD1001,Tote Classic,Bags,1,148.0,65.36
ORD100218,PRD1024,Cat Eye Tort,Sunglasses,1,76.03,24.92
ORD100219,PRD1026,Oversized Shield,Sunglasses,1,148.49,61.07
ORD100219,PRD1030,Cotton Stripe,Scarves,1,106.99,41.29
ORD100219,PRD1021,Minimalist White,Watches,1,210.92,79.51
ORD100220,PRD1024,Cat Eye Tort,Sunglasses,1,76.03,24.92
ORD100221,PRD1011,Pearl Bracelet,Jewellery,1,79.96,35.75
ORD100221,PRD1013,Layered Ring Set,Jewellery,1,28.54,12.6
ORD100222,PRD1018,Sport Mesh,Watches,1,289.08,90.03
ORD100223,PRD1023,Aviator Gold,Sunglasses,1,120.94,44.96
ORD100224,PRD1019,Rose Gold Slim,Watches,1,394.01,140.45
ORD100225,PRD1014,Tennis Bracelet,Jewellery,1,109.25,37.75
ORD100226,PRD1024,Cat Eye Tort,Sunglasses,1,76.03,24.92
ORD100227,PRD1005,Backpack Urban,Bags,1,50.66,22.54
ORD100227,PRD1022,Vintage Bronze,Watches,1,111.06,37.24
ORD100228,PRD1028,Silk Floral Print,Scarves,1,92.58,38.36
ORD100229,PRD1012,Diamond Stud,Jewellery,1,157.31,62.24
ORD100230,PRD1009,Gold Hoop Earrings,Jewellery,1,25.56,11.39
ORD100231,PRD1029,Cashmere Plaid,Scarves,1,113.0,44.15
ORD100232,PRD1016,Cuff Bangle,Jewellery,1,23.57,10.24
ORD100232,PRD1021,Minimalist White,Watches,1,210.92,79.51
ORD100232,PRD1018,Sport Mesh,Watches,1,289.08,90.03
ORD100233,PRD1011,Pearl Bracelet,Jewellery,1,79.96,35.75
ORD100234,PRD1006,Hobo Soft,Bags,1,45.21,20.28
ORD100235,PRD1013,Layered Ring Set,Jewellery,1,28.54,12.6
ORD100235,PRD1004,Clutch Evening,Bags,1,136.77,41.62
ORD100235,PRD1032,Snake Print,Belts,1,69.94,26.61
ORD100236,PRD1010,Silver Chain Necklace,Jewellery,1,91.88,37.99
ORD100237,PRD1001,Tote Classic,Bags,1,148.0,65.36
ORD100238,PRD1002,Crossbody Mini,Bags,1,259.42,98.96
ORD100238,PRD1013,Layered Ring Set,Jewellery,1,28.54,12.6
ORD100238,PRD1009,Gold Hoop Earrings,Jewellery,1,25.56,11.39
