order_id,customer_id,order_date,order_status,subtotal,discount_pct,discount_amount,shipping_cost,total_amount,payment_method,country,city,acquisition_channel
ORD100081,CUS14891,2023-11-10,Cancelled,136.77,0.15,20.52,0.0,116.25,BNPL,Australia,Perth,Paid Social
ORD100082,CUS15400,2024-02-15,Refunded,338.99,0.3,101.7,4.99,242.28,BNPL,Canada,Edmonton,Paid Social
ORD100083,CUS16524,2023-03-20,Delivered,383.02,0.0,0.0,0.0,383.02,Credit Card,United States,San Diego,Email
ORD100084,CUS17501,2022-10-21,Refunded,28.54,0.0,0.0,7.99,36.53,Credit Card,United States,San Jose,Email
ORD100085,CUS14987,2024-07-12,Processing,210.92,0.0,0.0,7.99,218.91,Credit Card,United States,Philadelphia,Influencer
ORD100086,CUS17831,2022-11-30,Processing,207.48,0.1,20.75,0.0,186.73,PayPal,United Kingdom,Leeds,Paid Search
ORD100087,CUS15191,2024-10-29,Delivered,111.06,0.0,0.0,0.0,111.06,Credit Card,United States,San Diego,Paid Social
ORD100088,CUS11240,2024-01-18,Shipped,213.52,0.0,0.0,4.99,218.51,Credit Card,United States,Los Angeles,Paid Social
ORD100089,CUS11718,2023-11-29,Delivered,639.91,0.0,0.0,4.99,644.9,Credit Card,United Kingdom,Liverpool,Paid Social
ORD100090,CUS13962,2022-01-24,Delivered,69.94,0.15,10.49,7.99,67.44,Credit Card,Canada,Calgary,Organic Search
ORD100091,CUS10624,2023-03-31,Refunded,278.77,0.0,0.0,0.0,278.77,Apple Pay,United States,Chicago,Email
ORD100092,CUS14774,2023-06-01,Delivered,24.77,0.0,0.0,0.0,24.77,BNPL,United States,Houston,Organic Search
ORD100093,CUS11703,2022-12-30,Processing,387.66,0.1,38.77,4.99,353.88,Credit Card,United States,San Diego,Organic Search
ORD100094,CUS17924,2022-07-04,Shipped,313.85,0.2,62.77,4.99,256.07,PayPal,United States,Chicago,Organic Search
ORD100095,CUS11083,2022-12-26,Delivered,45.21,0.0,0.0,0.0,45.21,PayPal,United Kingdom,Leeds,Email
ORD100096,CUS17438,2022-04-08,Delivered,23.57,0.0,0.0,0.0,23.57,PayPal,Canada,Ottawa,Organic Search
ORD100097,CUS15926,2022-11-21,Delivered,24.77,0.25,6.19,12.99,31.57,Apple Pay,United States,Los Angeles,Paid Social
ORD100098,CUS10375,2022-04-19,Shipped,342.68,0.0,0.0,0.0,342.68,Credit Card,United States,Phoenix,Paid Social
ORD100099,CUS15924,2023-12-29,Cancelled,128.67,0.0,0.0,0.0,128.67,Debit Card,United States,Philadelphia,Email
ORD100100,CUS12733,2023-11-22,Delivered,92.58,0.0,0.0,4.99,97.57,Apple Pay,United States,Phoenix,Influencer
ORD100101,CUS17168,2024-08-13,Shipped,230.44,0.25,57.61,0.0,172.83,Credit Card,United States,Phoenix,Influencer
ORD100102,CUS15520,2023-01-02,Refunded,367.99,0.0,0.0,4.99,372.98,Credit Card,United States,San Antonio,Email
ORD100103,CUS10231,2024-02-11,Processing,87.9,0.15,13.18,4.99,79.71,Debit Card,United States,New York,Paid Social
ORD100104,CUS11792,2023-09-19,Delivered,92.58,0.0,0.0,7.99,100.57,Credit Card,United Kingdom,Sheffield,Direct
ORD100105,CUS13988,2023-11-11,Delivered,198.96,0.0,0.0,12.99,211.95,Credit Card,United States,New York,Paid Social
ORD100106,CUS14648,2023-07-28,Shipped,148.0,0.15,22.2,0.0,125.8,Credit Card,United Kingdom,Edinburgh,Paid Search
ORD100107,CUS10997,2024-02-05,Cancelled,87.9,0.0,0.0,4.99,92.89,Credit Card,Canada,Edmonton,Organic Search
ORD100108,CUS13848,2022-02-25,Refunded,375.41,0.0,0.0,4.99,380.4,Credit Card,United States,New York,Paid Social
ORD100109,CUS16652,2022-04-15,Processing,418.78,0.15,62.82,4.99,360.95,Apple Pay,Australia,Sydney,Influencer
ORD100110,CUS12557,2022-05-04,Delivered,210.92,0.0,0.0,0.0,210.92,PayPal,United States,Chicago,Organic Search
ORD100111,CUS16088,2022-11-20,Shipped,748.11,0.0,0.0,12.99,761.1,PayPal,United States,New York,Organic Search
ORD100112,CUS11352,2023-09-24,Delivered,385.96,0.0,0.0,4.99,390.95,Credit Card,United States,Chicago,Paid Social
ORD100113,CUS17486,2023-11-11,Cancelled,462.18,0.0,0.0,4.99,467.17,Credit Card,United States,Los Angeles,Influencer
ORD100114,CUS13738,2023-12-10,Delivered,24.77,0.0,0.0,7.99,32.76,BNPL,Australia,Adelaide,Organic Search
ORD100115,CUS13953,2022-11-17,Cancelled,394.01,0.0,0.0,0.0,394.01,PayPal,United States,New York,Paid Social
ORD100116,CUS16609,2023-11-13,Delivered,35.64,0.0,0.0,4.99,40.63,PayPal,Australia,Adelaide,Paid Social
ORD100117,CUS15022,2022-05-26,Delivered,91.88,0.0,0.0,0.0,91.88,Credit Card,Canada,Vancouver,Influencer
ORD100118,CUS15236,2022-01-19,Delivered,176.06,0.3,52.82,4.99,128.23,Credit Card,United States,Philadelphia,Email
ORD100119,CUS10008,2023-12-02,Refunded,111.06,0.1,11.11,0.0,99.95,Credit Card,United States,San Jose,Influencer
ORD100120,CUS14885,2023-12-11,Processing,92.58,0.0,0.0,0.0,92.58,Credit Card,United Kingdom,Manchester,Direct
ORD100121,CUS17042,2023-11-01,Shipped,157.31,0.0,0.0,0.0,157.31,Credit Card,United States,San Jose,Paid Social
ORD100122,CUS16882,2022-11-08,Delivered,91.88,0.0,0.0,0.0,91.88,PayPal,United Kingdom,Sheffield,Paid Social
ORD100123,CUS10686,2024-07-28,Cancelled,92.58,0.0,0.0,4.99,97.57,PayPal,Australia,Brisbane,Direct
ORD100124,CUS15022,2024-05-25,Refunded,489.9,0.0,0.0,4.99,494.89,Debit Card,Canada,Vancouver,Influencer
ORD100125,CUS11177,2023-06-17,Delivered,148.0,0.0,0.0,0.0,148.0,Debit Card,Canada,Montreal,Organic Search
ORD100126,CUS12047,2024-10-17,Cancelled,172.28,0.0,0.0,4.99,177.27,PayPal,United States,Los Angeles,Paid Search
ORD100127,CUS14474,2022-11-24,Delivered,320.17,0.15,48.03,7.99,280.13,PayPal,United States,New York,Paid Social
ORD100128,CUS16172,2023-05-21,Delivered,569.97,0.15,85.5,0.0,484.47,BNPL,United States,Los Angeles,Influencer
ORD100129,CUS15339,2024-07-28,Shipped,176.54,0.0,0.0,0.0,176.54,Debit Card,Australia,Melbourne,Paid Search
ORD100130,CUS13087,2023-04-18,Cancelled,289.08,0.0,0.0,0.0,289.08,Credit Card,Canada,Montreal,Organic Search
ORD100131,CUS11459,2023-04-30,Refunded,330.2,0.0,0.0,4.99,335.19,Credit Card,United Kingdom,Liverpool,Organic Search
ORD100132,CUS13336,2022-04-14,Processing,540.28,0.2,108.06,12.99,445.21,PayPal,Australia,Brisbane,Organic Search
ORD100133,CUS17892,2022-09-23,Delivered,120.94,0.0,0.0,0.0,120.94,Apple Pay,United States,Dallas,Paid Social
ORD100134,CUS16572,2022-07-14,Delivered,425.85,0.0,0.0,0.0,425.85,BNPL,United Kingdom,Manchester,Organic Search
ORD100135,CUS16082,2023-08-20,Shipped,156.27,0.0,0.0,0.0,156.27,Credit Card,United States,Houston,Paid Social
ORD100136,CUS17754,2022-12-03,Cancelled,24.77,0.0,0.0,4.99,29.76,BNPL,Australia,Melbourne,Paid Social
ORD100137,CUS12586,2022-04-10,Cancelled,79.96,0.15,11.99,7.99,75.96,Credit Card,United States,Chicago,Organic Search
ORD100138,CUS14933,2023-06-10,Cancelled,86.54,0.2,17.31,12.99,82.22,Credit Card,United Kingdom,Liverpool,Organic Search
ORD100139,CUS10614,2023-11-21,Delivered,427.83,0.0,0.0,4.99,432.82,PayPal,United States,San Jose,Paid Social
ORD100140,CUS16057,2023-12-21,Delivered,240.14,0.3,72.04,0.0,168.1,PayPal,United States,San Jose,Email
ORD100141,CUS11141,2024-04-12,Delivered,86.54,0.2,17.31,0.0,69.23,Credit Card,United Kingdom,Manchester,Organic Search
ORD100142,CUS12995,2023-05-11,Delivered,417.58,0.0,0.0,7.99,425.57,Credit Card,Australia,Adelaide,Direct
ORD100143,CUS11851,2023-01-22,Delivered,86.54,0.0,0.0,12.99,99.53,Credit Card,United States,Los Angeles,Affiliate
ORD100144,CUS15923,2023-11-27,Refunded,210.92,0.0,0.0,0.0,210.92,Credit Card,United States,San Antonio,Email
ORD100145,CUS12615,2022-01-26,Delivered,23.57,0.1,2.36,0.0,21.21,Apple Pay,United Kingdom,London,Organic Search
ORD100146,CUS16819,2023-11-06,Shipped,339.38,0.0,0.0,7.99,347.37,Credit Card,United States,San Jose,Affiliate
ORD100147,CUS16279,2023-02-10,Delivered,202.94,0.2,40.59,0.0,162.35,Credit Card,United States,San Jose,Email
ORD100148,CUS14297,2023-04-06,Delivered,205.58,0.1,20.56,0.0,185.02,Credit Card,Canada,Ottawa,Direct
ORD100149,CUS15301,2022-11-23,Refunded,85.93,0.0,0.0,12.99,98.92,Credit Card,United States,San Antonio,Organic Search
ORD100150,CUS10174,2022-06-06,Cancelled,69.94,0.0,0.0,0.0,69.94,Credit Card,United States,Houston,Direct
ORD100151,CUS10485,2023-02-06,Refunded,109.25,0.1,10.92,7.99,106.32,Credit Card,Canada,Calgary,Organic Search
ORD100152,CUS11643,2022-11-28,Delivered,69.94,0.15,10.49,4.99,64.44,Credit Card,United Kingdom,Sheffield,Paid Search
ORD100153,CUS13235,2024-09-09,Processing,285.98,0.15,42.9,4.99,248.07,PayPal,United Kingdom,Leeds,Organic Search
ORD100154,CUS11306,2024-08-18,Refunded,91.88,0.15,13.78,7.99,86.09,Apple Pay,United States,Chicago,Organic Search
ORD100155,CUS12159,2023-11-10,Delivered,293.24,0.1,29.32,7.99,271.91,Apple Pay,Australia,Perth,Influencer
ORD100156,CUS13097,2024-06-27,Processing,91.88,0.25,22.97,4.99,73.9,PayPal,Canada,Montreal,Email
ORD100157,CUS10835,2023-12-28,Delivered,352.06,0.3,105.62,7.99,254.43,Credit Card,Canada,Calgary,Direct
ORD100158,CUS12872,2022-12-16,Delivered,289.08,0.15,43.36,0.0,245.72,Debit Card,Canada,Edmonton,Influencer
ORD100159,CUS13372,2023-10-10,Shipped,33.82,0.15,5.07,4.99,33.74,Credit Card,United Kingdom,Manchester,Email
ORD100160,CUS11813,2022-10-04,Shipped,549.43,0.0,0.0,4.99,554.42,PayPal,United States,Philadelphia,Email
ORD100161,CUS12837,2023-11-28,Processing,394.01,0.0,0.0,0.0,394.01,Credit Card,United States,Dallas,Affiliate
ORD100162,CUS16705,2022-02-27,Delivered,69.07,0.25,17.27,0.0,51.8,Credit Card,United States,Los Angeles,Organic Search
ORD100163,CUS14594,2024-04-04,Shipped,28.54,0.2,5.71,0.0,22.83,Credit Card,United Kingdom,Glasgow,Paid Social
ORD100164,CUS17305,2023-09-13,Delivered,330.2,0.0,0.0,12.99,343.19,Apple Pay,Australia,Adelaide,Email
ORD100165,CUS10966,2022-03-17,Processing,560.66,0.0,0.0,7.99,568.65,Credit Card,United States,San Jose,Paid Search
ORD100166,CUS10557,2024-05-21,Processing,183.02,0.0,0.0,0.0,183.02,BNPL,United Kingdom,London,Paid Social
ORD100167,CUS15811,2024-05-27,Processing,347.69,0.0,0.0,0.0,347.69,BNPL,United States,Dallas,Organic Search
ORD100168,CUS14070,2024-05-02,Delivered,33.82,0.0,0.0,4.99,38.81,Credit Card,United States,New York,Influencer
ORD100169,CUS16471,2024-01-31,Refunded,210.92,0.0,0.0,12.99,223.91,Apple Pay,United Kingdom,Liverpool,Organic Search
ORD100170,CUS11579,2023-11-24,Shipped,28.54,0.0,0.0,0.0,28.54,PayPal,United States,Houston,Affiliate
ORD100171,CUS15106,2023-02-02,Delivered,136.77,0.3,41.03,0.0,95.74,Credit Card,United Kingdom,Birmingham,Affiliate
ORD100172,CUS14946,2022-06-17,Delivered,383.58,0.0,0.0,7.99,391.57,Credit Card,United States,Phoenix,Organic Search
ORD100173,CUS14605,2022-11-20,Processing,162.57,0.0,0.0,12.99,175.56,Credit Card,United States,Chicago,Influencer
ORD100174,CUS16527,2022-12-16,Delivered,492.62,0.0,0.0,7.99,500.61,Credit Card,United Kingdom,Glasgow,Organic Search
ORD100175,CUS16757,2022-12-22,Delivered,148.0,0.0,0.0,4.99,152.99,Credit Card,Canada,Toronto,Email
ORD100176,CUS10736,2023-08-21,Processing,437.19,0.25,109.3,0.0,327.89,Credit Card,United States,Phoenix,Paid Social
ORD100177,CUS13931,2022-09-19,Delivered,79.96,0.0,0.0,0.0,79.96,Credit Card,United States,Dallas,Paid Social
ORD100178,CUS13069,2022-08-25,Processing,247.83,0.0,0.0,0.0,247.83,Credit Card,Canada,Ottawa,Paid Social
ORD100179,CUS13213,2023-12-12,Delivered,160.95,0.0,0.0,7.99,168.94,Credit Card,United States,San Antonio,Affiliate
ORD100180,CUS16435,2022-01-15,Shipped,24.77,0.0,0.0,0.0,24.77,Apple Pay,United Kingdom,Liverpool,Email
ORD100181,CUS17084,2022-07-03,Delivered,86.54,0.0,0.0,0.0,86.54,Debit Card,United Kingdom,Glasgow,Direct
ORD100182,CUS10523,2023-03-13,Delivered,76.03,0.15,11.4,0.0,64.63,Apple Pay,United States,Houston,Organic Search
ORD100183,CUS14413,2022-07-02,Delivered,136.77,0.0,0.0,4.99,141.76,Credit Card,Australia,Melbourne,Paid Social
ORD100184,CUS13258,2024-09-08,Cancelled,91.88,0.0,0.0,7.99,99.87,Credit Card,United States,San Jose,Email
ORD100185,CUS10048,2023-11-21,Shipped,106.99,0.0,0.0,4.99,111.98,Credit Card,Canada,Toronto,Paid Search
ORD100186,CUS11393,2023-03-11,Shipped,476.17,0.1,47.62,0.0,428.55,Apple Pay,Australia,Perth,Email
ORD100187,CUS17557,2022-05-21,Delivered,91.88,0.0,0.0,12.99,104.87,Debit Card,United Kingdom,Leeds,Organic Search
ORD100188,CUS14916,2023-01-12,Delivered,76.03,0.0,0.0,0.0,76.03,Credit Card,United States,San Antonio,Organic Search
ORD100189,CUS13697,2023-11-13,Shipped,369.04,0.1,36.9,0.0,332.14,PayPal,United States,Chicago,Paid Social
ORD100190,CUS17568,2024-09-20,Shipped,33.82,0.0,0.0,7.99,41.81,Credit Card,Canada,Montreal,Paid Search
ORD100191,CUS17877,2023-05-02,Delivered,412.66,0.25,103.16,4.99,314.49,PayPal,Canada,Calgary,Paid Social
ORD100192,CUS14372,2023-11-30,Cancelled,136.77,0.0,0.0,12.99,149.76,Credit Card,United Kingdom,Sheffield,Paid Social
ORD100193,CUS17390,2022-09-01,Delivered,75.43,0.0,0.0,0.0,75.43,BNPL,United States,New York,Organic Search
ORD100194,CUS11715,2023-11-02,Delivered,310.08,0.1,31.01,0.0,279.07,Credit Card,United States,New York,Paid Social
ORD100195,CUS13652,2022-10-29,Delivered,589.62,0.0,0.0,4.99,594.61,Credit Card,Australia,Adelaide,Direct
ORD100196,CUS12620,2022-09-05,Shipped,354.14,0.3,106.24,0.0,247.9,Apple Pay,United Kingdom,Edinburgh,Email
ORD100197,CUS14930,2023-06-09,Shipped,199.34,0.0,0.0,0.0,199.34,BNPL,United States,Chicago,Paid Social
ORD100198,CUS12066,2022-09-23,Delivered,148.0,0.0,0.0,0.0,148.0,Credit Card,United States,Phoenix,Paid Social
ORD100199,CUS14705,2023-12-14,Refunded,385.23,0.0,0.0,0.0,385.23,Credit Card,Canada,Ottawa,Organic Search
ORD100200,CUS11319,2024-08-10,Delivered,146.7,0.0,0.0,0.0,146.7,Apple Pay,Canada,Toronto,Email
ORD100201,CUS11161,2023-01-28,Delivered,69.07,0.0,0.0,0.0,69.07,Apple Pay,United States,Philadelphia,Influencer
ORD100202,CUS15318,2022-12-05,Delivered,825.01,0.2,165.0,0.0,660.01,PayPal,United States,Phoenix,Paid Social
ORD100203,CUS15289,2022-08-07,Shipped,274.07,0.0,0.0,4.99,279.06,PayPal,United States,New York,Organic Search
ORD100204,CUS15038,2023-01-22,Delivered,91.88,0.0,0.0,4.99,96.87,PayPal,United States,Phoenix,Paid Social
ORD100205,CUS15784,2023-08-13,Processing,76.03,0.0,0.0,7.99,84.02,BNPL,United States,San Antonio,Direct
ORD100206,CUS17946,2022-12-29,Shipped,581.41,0.0,0.0,4.99,586.4,Credit Card,United States,Phoenix,Direct
ORD100207,CUS12077,2023-11-02,Delivered,91.88,0.1,9.19,0.0,82.69,Credit Card,Australia,Melbourne,Email
ORD100208,CUS16639,2023-11-18,Delivered,561.15,0.0,0.0,7.99,569.14,PayPal,United States,San Jose,Paid Social
ORD100209,CUS17635,2022-05-06,Refunded,76.11,0.15,11.42,0.0,64.69,Apple Pay,United States,San Diego,Influencer
ORD100210,CUS11407,2023-12-03,Shipped,148.49,0.1,14.85,12.99,146.63,Debit Card,United States,Los Angeles,Email
ORD100211,CUS15458,2024-06-23,Refunded,619.28,0.0,0.0,7.99,627.27,Apple Pay,United States,San Antonio,Affiliate
ORD100212,CUS16217,2022-02-10,Shipped,190.88,0.2,38.18,0.0,152.7,Credit Card,United States,Dallas,Paid Social
ORD100213,CUS17497,2023-08-02,Refunded,136.77,0.0,0.0,7.99,144.76,PayPal,United States,Dallas,Email
ORD100214,CUS16335,2023-10-10,Cancelled,330.2,0.0,0.0,7.99,338.19,Apple Pay,United States,Philadelphia,Email
ORD100215,CUS16118,2023-12-09,Shipped,133.11,0.0,0.0,4.99,138.1,PayPal,United States,New York,Paid Social
